tempo,tensao
57.400,1.790942
57.500,1.795236
57.600,1.773809
57.700,1.778452
57.800,1.792113
58.000,1.782764
58.300,1.781423
58.400,1.782856
58.500,1.782856
58.600,1.793214
58.700,1.775803
58.800,1.768951
58.900,1.734738
59.000,1.746184
59.200,1.736546
59.300,1.729568
59.400,1.719784
59.500,1.714946
59.700,1.712473
59.800,1.715618
59.900,1.686405
60.000,1.695801
60.100,1.663950
60.200,1.663950
60.300,1.610988
60.400,1.630247
60.500,1.660062
60.700,1.665031
60.800,1.673758
60.900,1.678439
61.000,1.667110
61.100,1.668555
61.200,1.657139
61.300,1.654285
61.400,1.647142
61.500,1.618393
61.700,1.572098
61.800,1.575525
61.900,1.577762
62.000,1.573881
62.100,1.548470
62.200,1.509618
62.300,1.462404
62.400,1.460601
62.600,1.452650
62.700,1.433163
62.800,1.405791
62.900,1.397895
63.000,1.388948
63.100,1.379737
63.200,1.364868
63.300,1.348717
63.400,1.329679
63.600,1.311210
63.700,1.285302
63.800,1.291326
64.000,1.282831
64.100,1.275708
64.200,1.291427
64.300,1.287857
64.400,1.268928
64.600,1.261116
64.700,1.187779
64.800,1.116945
64.900,1.074236
65.100,1.078559
65.200,1.087140
65.300,1.106785
65.400,1.011696
65.500,1.011696
65.600,0.920424
65.700,0.915212
65.800,0.726303
65.900,0.669076
66.100,0.594769
66.200,0.406192
66.300,0.294048
66.400,0.177024
66.500,0.044256
66.600,0.011064
66.700,0.002766
66.800,0.000692
66.900,0.000346
67.100,0.000086
67.200,0.000011
67.300,0.000003
67.500,0.000001
67.600,0.000000
67.700,0.000000
67.800,0.000000
67.900,0.000000
68.000,0.000000
68.100,0.000000
68.300,0.000000
68.400,0.000000
68.500,0.000000
68.600,0.000000
68.700,0.000000
68.800,0.000000
68.900,0.000000
69.000,0.000000
69.100,0.000000
69.300,0.000000
69.400,0.000000
69.500,0.000000
69.700,0.000000
69.800,0.000000
69.900,0.000000
70.000,0.000000
70.100,0.000000
70.300,0.000000
70.400,0.000000
70.500,0.000000
70.600,0.000000
70.800,0.000000
70.900,0.000000
71.000,0.000000
71.100,0.000000
71.200,0.000000
71.300,0.000000
71.400,0.000000
71.500,0.000000
71.600,0.000000
71.800,0.000000
71.900,0.000000
72.000,0.000000
72.100,0.000000
72.200,0.000000
72.300,0.000000
72.400,0.000000
72.500,0.000000
72.600,0.000000
72.800,0.000000
72.900,0.000000
73.100,0.000000
73.200,0.000000
73.300,0.000000
73.400,0.000000
73.500,0.000000
73.700,0.000000
73.800,0.000000
73.900,0.000000
74.000,0.000000
74.200,0.000000
74.300,0.000000
74.400,0.000000
74.500,0.000000
74.600,0.000000
74.700,0.000000
74.800,0.000000
74.900,0.000000
75.000,0.000000
75.200,0.000000
75.300,0.000000
75.400,0.000000
75.600,0.000000
75.700,0.000000
75.800,0.000000
75.900,0.000000
76.100,0.000000
76.200,0.000000
76.300,0.000000
76.400,0.000000
76.500,0.000000
76.700,0.000000
76.800,0.000000
76.900,0.000000
77.000,0.000000
77.100,0.000000
77.200,0.000000
77.300,0.000000
77.400,0.000000
77.600,0.000000
